glpK_L228V__mmpL5_Y300!,mmpL5_A273G__Rv3249c_V83M,mmpL5_P445L,mmpL5_Y586!,Rv0678_L83P,Rv0678_R90C,Rv0678_L117R,Rv0678_274_indel,Rv1979c_247_indel,Rv1979c_R409Q,Rv3249c_A17A,LINEAGE,SITEID,UNIQUEID,PLATEDESIGN,LOG2MIC,UPLOG2MIC,cluster12,cluster25,cluster50,cluster100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,site.04.subj.00952.lab.716460.iso.1,UKMYC5,-8.059999999999999,-4.06,1045,2092,528,1058
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,site.10.subj.TD00256104.lab.TD00256104.iso.1,UKMYC6,-4.06,-3.06,5398,924,367,512
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LR-2042.lab.FN-00541-15.iso.1,UKMYC6,-8.059999999999999,-5.06,8206,8206,94,221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.TD02715638.lab.TD02715638.iso.1,UKMYC6,-4.06,-3.06,6634,6634,6634,31
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMFR-0732.lab.MFR-221.iso.1,UKMYC5,-8.059999999999999,-4.06,176,149,321,1189
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.00561.lab.706790.iso.1,UKMYC5,-8.059999999999999,-4.06,875,50,605,138
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00033456.lab.YA00033456.iso.1,UKMYC5,-8.059999999999999,-4.06,629,2046,195,248
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0675.lab.2014241163.iso.1,UKMYC5,-4.06,-3.06,5153,2576,2576,233
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.DR-30.lab.IML-01070.iso.1,UKMYC6,-5.06,-4.06,7514,7514,714,16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14,site.14.subj.4315.lab.4315.iso.1,UKMYC6,-4.06,-3.06,675,873,873,873
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMOP-0501.lab.MOP-015.iso.1,UKMYC5,-8.059999999999999,-4.06,1207,511,94,221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,site.10.subj.YA00072100.lab.YA00072100.iso.1,UKMYC5,-8.059999999999999,-4.06,4110,1775,83,1186
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.24TB00-018.lab.2264.iso.1,UKMYC6,-8.059999999999999,-5.06,704,704,1410,1410
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00100111.lab.YA00100111.iso.1,UKMYC6,-5.06,-4.06,4053,4053,1622,31
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,site.04.subj.01063.lab.25208.iso.1,UKMYC5,-8.059999999999999,-4.06,6689,6689,6689,3344
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.T8250.lab.IML00150.iso.1,UKMYC6,-4.06,-3.06,10951,5475,5475,2737
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-0086.lab.CO-07173-18.iso.1,UKMYC6,-8.059999999999999,-5.06,126,511,94,221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,site.02.subj.0019.lab.2014231015.iso.1,UKMYC5,-8.059999999999999,-4.06,7696,7696,451,904
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,site.04.subj.00036.lab.629907.iso.1,UKMYC5,-8.059999999999999,-4.06,7777,7777,3888,3888
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.GB-94240124.lab.IML-01916.iso.1,UKMYC6,-8.059999999999999,-5.06,9521,4760,4760,4760
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.05TB12007.lab.21920.iso.1,UKMYC5,-8.059999999999999,-4.06,5299,826,590,265
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PTAN-0459.lab.TAN-442.iso.1,UKMYC5,-8.059999999999999,-4.06,2878,2878,160,105
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14,site.14.subj.4342.lab.4342.iso.1,UKMYC6,-8.059999999999999,-5.06,1875,1875,468,938
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.10694.lab.IML-00992.iso.1,UKMYC6,-8.059999999999999,-5.06,607,953,77,611
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,site.04.subj.00763.lab.708028.iso.1,UKMYC5,-8.059999999999999,-4.06,9891,4945,4945,4945
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,site.02.subj.1060.lab.2013185168.iso.1,UKMYC5,-8.059999999999999,-4.06,7155,7155,3577,3577
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.T8532.lab.IML00158.iso.1,UKMYC6,-5.06,-4.06,9547,138,558,1118
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0293.lab.2014235044.iso.1,UKMYC5,-8.059999999999999,-4.06,9110,319,1279,1279
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14,site.14.subj.4200.lab.4200.iso.1,UKMYC5,-3.06,-2.0,1305,652,1305,446
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00105980.lab.YA00105980.iso.1,UKMYC6,-4.06,-3.06,2265,1526,392,286
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00089974.lab.YA00089974.iso.1,UKMYC5,-8.059999999999999,-4.06,2433,3352,3352,649
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-1367.lab.CO-02598-19.iso.1,UKMYC6,-4.06,-3.06,9161,4580,4580,4580
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,site.04.subj.01132.lab.721386.iso.1,UKMYC5,-8.059999999999999,-4.06,10337,5168,5168,2583
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,site.10.subj.YA00105948.lab.YA00105948.iso.1,UKMYC6,-5.06,-4.06,1639,6562,869,568
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,site.10.subj.XD02412331.lab.XD02412331.iso.1,UKMYC6,-4.06,-3.06,1930,3861,190,832
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.02TB0912.lab.18954.iso.1,UKMYC6,-5.06,-4.06,776,1553,1058,2118
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14,site.14.subj.4360.lab.4360.iso.1,UKMYC6,-4.06,-3.06,2466,2466,2466,2466
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,site.08.subj.24TB-081.lab.2250.iso.1,UKMYC5,-8.059999999999999,-4.06,4204,1102,1102,1102
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,site.04.subj.00621.lab.712176.iso.1,UKMYC5,-8.059999999999999,-4.06,8119,8119,4059,4059
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,site.08.subj.05TB12021.lab.25026.iso.1,UKMYC5,-8.059999999999999,-4.06,7824,7824,1955,3911
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMOP-0511.lab.MOP-027.iso.1,UKMYC5,-8.059999999999999,-4.06,967,967,168,748
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,site.04.subj.00259.lab.T-4144.iso.1,UKMYC5,-4.06,-3.06,8759,8759,4379,375
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14,site.14.subj.4415.lab.4415.iso.1,UKMYC6,-8.059999999999999,-5.06,4895,2447,2447,2447
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-0370.lab.CO-09043-18.iso.1,UKMYC6,-8.059999999999999,-5.06,126,511,94,221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.CA-0970.lab.CO-14841-18.iso.1,UKMYC6,-8.059999999999999,-5.06,6446,6446,6446,139
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.02TB1654.lab.20678.iso.1,UKMYC6,-5.06,-4.06,2136,2136,1599,399
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0595.lab.242356-14.iso.1,UKMYC5,-4.06,-3.06,7812,7812,3905,3905
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.BOR-8910-16.lab.9810-16.iso.1,UKMYC5,-8.059999999999999,-4.06,5961,5961,5961,2980
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-0861.lab.MA-02362-18.iso.1,UKMYC6,-5.06,-4.06,10148,5073,5073,2536
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.00622.lab.706166.iso.1,UKMYC5,-8.059999999999999,-4.06,9170,755,638,138
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-0488.lab.LS-08633-18.iso.1,UKMYC6,-8.059999999999999,-5.06,10905,542,179,78
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.24TB00-041.lab.2342.iso.1,UKMYC5,-3.06,-2.0,175,240,445,891
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0905.lab.22A139.iso.1,UKMYC5,-8.059999999999999,-4.06,8689,8689,4344,4344
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.GB-83450017.lab.83450017.iso.1,UKMYC6,-8.059999999999999,-5.06,6291,6291,6291,3145
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00044779.lab.YA00044779.iso.1,UKMYC5,-8.059999999999999,-4.06,2821,2821,39,248
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,site.05.subj.PTAN-0249.lab.TAN-564.iso.1,UKMYC5,-8.059999999999999,-4.06,93,637,831,1200
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00038932.lab.YA00038932.iso.1,UKMYC5,-8.059999999999999,-4.06,3852,254,418,577
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00105874.lab.YA00105874.iso.1,UKMYC6,-4.06,-3.06,3080,3080,3080,769
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PTAN-0425.lab.TAN-762.iso.1,UKMYC5,-8.059999999999999,-4.06,8978,2243,4488,4488
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,site.08.subj.05TB41002.lab.1767.iso.1,UKMYC5,-8.059999999999999,-4.06,4689,1171,1171,182
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00028558.lab.YA00028558.iso.1,UKMYC5,-3.06,-2.0,3286,3286,6574,152
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.T6384.lab.IML-00097.iso.1,UKMYC6,-5.06,-4.06,10551,5275,5275,2637
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-1133.lab.MA-02695-18.iso.1,UKMYC6,-5.06,-4.06,9602,405,1626,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.1076.lab.2014184057.iso.1,UKMYC5,-8.059999999999999,-4.06,8103,8103,4051,4051
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0116.lab.22A070.iso.1,UKMYC5,-1.0,0.0,300,602,602,86
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,site.05.subj.LS-0811.lab.MA-02403-18.iso.1,UKMYC6,-5.06,-4.06,5870,1065,188,101
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.GB-85240039.lab.IML-01433.iso.1,UKMYC6,-5.06,-4.06,559,1051,2103,2103
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LR-2272.lab.FN-01204-17.iso.1,UKMYC6,-8.059999999999999,-5.06,619,1045,321,1189
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.MHL_0242-14.lab.06MIL0449.iso.1,UKMYC5,-8.059999999999999,-4.06,814,814,117,1900
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.VB00016882.lab.VB00016882.iso.1,UKMYC6,-5.06,-4.06,975,7808,1951,1951
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.DS-67.lab.IML-01235.iso.1,UKMYC6,-5.06,-4.06,5843,5843,5843,2921
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,site.03.subj.DS-152.lab.IML-01266.iso.1,UKMYC6,-5.06,-4.06,8661,8661,4330,4330
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.PL00350106.lab.PL00350106.iso.1,UKMYC6,-4.06,-3.06,5126,1083,448,898
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0652.lab.241195-14.iso.1,UKMYC5,-4.06,-3.06,2601,649,1353,1353
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.GB-82840106.lab.82840106.iso.1,UKMYC6,-8.059999999999999,-5.06,10296,1977,988,988
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,site.03.subj.GB-93610060.lab.IML-01885.iso.1,UKMYC6,-8.059999999999999,-5.06,8265,8265,4132,4132
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.00660.lab.707196.iso.1,UKMYC5,-8.059999999999999,-4.06,71,972,196,316
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,site.06.subj.06TB_0995.lab.06MIL1990.iso.1,UKMYC6,-5.06,-4.06,10273,5136,5136,1283
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0551.lab.242341-14.iso.1,UKMYC5,-4.06,-3.06,9739,4869,4869,4869
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PTAN-0316.lab.TAN-736.iso.1,UKMYC5,-8.059999999999999,-4.06,585,2094,70,567
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.06TB_1046.lab.06MIL2060.iso.1,UKMYC6,-8.059999999999999,-5.06,3141,3141,3141,219
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.05TB42055.lab.1929.iso.1,UKMYC5,-8.059999999999999,-4.06,5458,2728,2728,271
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,site.06.subj.SZH_0030-14.lab.06MIL0258.iso.1,UKMYC5,-8.059999999999999,-4.06,3357,3357,3357,1678
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0136.lab.22A091.iso.1,UKMYC5,-4.06,-3.06,653,10,1374,354
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,site.04.subj.01464.lab.728339.iso.1,UKMYC5,-8.059999999999999,-4.06,10518,1920,479,224
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,site.04.subj.00747.lab.714121.iso.1,UKMYC5,-8.059999999999999,-4.06,8023,8023,4011,4011
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,site.03.subj.GB-90410108.lab.IML-01996.iso.1,UKMYC6,-4.06,-3.06,6016,6016,6016,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,site.06.subj.JHL-312.lab.06MIL1049.iso.1,UKMYC5,-8.059999999999999,-4.06,2862,2862,5725,2862
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.DR-264.lab.IML-01178.iso.1,UKMYC6,-5.06,-4.06,851,1704,159,1231
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0556.lab.241171-14.iso.1,UKMYC5,-8.059999999999999,-4.06,1803,1803,1803,1803
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00162087.lab.YA00162087.iso.1,UKMYC6,-5.06,-4.06,2157,478,864,503
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,site.04.subj.00427.lab.703510.iso.1,UKMYC5,-4.06,-3.06,6197,6197,6197,3098
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.06TB_1031.lab.06MIL2036.iso.1,UKMYC6,-5.06,-4.06,8705,8705,4352,4352
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.02TB1166.lab.20929.iso.1,UKMYC6,-8.059999999999999,-5.06,10130,197,854,1709
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.KD01550573.lab.KD01550573.iso.1,UKMYC5,-4.06,-3.06,5448,2723,5448,2723
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-0987.lab.MA-02887-18.iso.1,UKMYC6,-5.06,-4.06,1567,1567,659,139
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.T7793.lab.IML-00120.iso.1,UKMYC6,-8.059999999999999,-5.06,2511,2511,5024,1255
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0010.lab.2014222040.iso.1,UKMYC5,-8.059999999999999,-4.06,9349,4674,4674,4674
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LR-2172.lab.FN-00464-16.iso.1,UKMYC6,-8.059999999999999,-5.06,1330,859,476,476
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LR-2063.lab.FN-00821-15.iso.1,UKMYC6,-8.059999999999999,-5.06,1207,511,94,221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMOP-0566.lab.MOP-103.iso.1,UKMYC5,-8.059999999999999,-4.06,4726,2362,2362,543
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14,site.14.subj.3512.lab.3512.iso.1,UKMYC6,-5.06,-4.06,478,957,478,957
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.00810.lab.705856.iso.1,UKMYC5,-8.059999999999999,-4.06,9148,162,651,191
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.02TB1838.lab.21175.iso.1,UKMYC6,-5.06,-4.06,503,4034,268,537
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.GB-83350075.lab.83350075.iso.1,UKMYC6,-5.06,-4.06,858,858,3398,211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,site.10.subj.YA00048073.lab.YA00048073.iso.1,UKMYC5,-8.059999999999999,-4.06,4297,4297,2148,2148
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.10480.lab.IML-00996.iso.1,UKMYC6,-8.059999999999999,-5.06,9536,228,1358,709
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14,site.14.subj.3322.lab.3322.iso.1,UKMYC6,-5.06,-4.06,1449,1449,1449,614
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PTAN-0432.lab.TAN-052.iso.1,UKMYC5,-8.059999999999999,-4.06,574,457,497,221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,site.04.subj.00224.lab.711662.iso.1,UKMYC5,-8.059999999999999,-4.06,9356,1481,823,3296
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,11,site.11.subj.XTB_17-104.lab.XTB_17-104.iso.1,UKMYC6,-5.06,-4.06,1795,3592,1795,1795
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,20,site.20.subj.SCH7926114.lab.YA00134146.iso.1,UKMYC6,-4.06,-3.06,898,7198,53,152
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,site.08.subj.24TB00-043.lab.2383.iso.1,UKMYC6,-8.059999999999999,-5.06,247,1987,496,601
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,site.06.subj.N888.lab.06MIL1568.iso.1,UKMYC6,-4.06,-3.06,807,1616,1616,807
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.00808.lab.708445.iso.1,UKMYC5,-8.059999999999999,-4.06,8704,8704,1738,4806
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,site.02.subj.0573.lab.241010-14.iso.1,UKMYC5,-8.059999999999999,-4.06,6275,6275,6275,3137
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,site.10.subj.YA00029130.lab.YA00029130.iso.1,UKMYC5,-8.059999999999999,-4.06,5014,1878,83,1186
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,10,site.10.subj.TD02492479.lab.TD02492479.iso.1,UKMYC6,-4.06,-3.06,5369,543,474,816
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,8,site.08.subj.05TB32026.lab.1901.iso.1,UKMYC5,-2.0,-1.0,3855,3855,1927,1927
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-0467.lab.LS-08081-18.iso.1,UKMYC6,-5.06,-4.06,2279,1852,136,246
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,site.08.subj.02TB1847.lab.21703.iso.1,UKMYC6,-4.06,-3.06,9722,159,221,890
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,site.04.subj.00977.lab.717510.iso.1,UKMYC5,-8.059999999999999,-4.06,591,311,690,212
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,site.02.subj.0371.lab.232008-14.iso.1,UKMYC5,-4.06,-3.06,10863,5431,5431,351
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMOP-0617.lab.MOP-180.iso.1,UKMYC5,-8.059999999999999,-4.06,316,487,396,978
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.PMK-0926.lab.MK-0188.iso.1,UKMYC5,-8.059999999999999,-4.06,2531,922,890,1782
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,site.05.subj.LS-1520.lab.MA-00856-19.iso.1,UKMYC6,-5.06,-4.06,1131,566,1134,1134
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,site.02.subj.0330.lab.2015235158.iso.1,UKMYC5,-4.06,-3.06,9373,4686,4686,4686
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,site.03.subj.GB-81840117.lab.81840117.iso.1,UKMYC6,-5.06,-4.06,3376,3376,3376,487
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,site.06.subj.06TB_0262.lab.06MIL1256.iso.1,UKMYC5,-4.06,-3.06,1387,1387,1387,1387
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,site.10.subj.YA00020903.lab.YA00020903.iso.1,UKMYC5,-8.059999999999999,-4.06,1961,3924,1639,479
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,site.10.subj.TD00259332.lab.TD00259332.iso.1,UKMYC6,-4.06,-3.06,263,2114,116,512
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,site.03.subj.DR-143.lab.IML-01118.iso.1,UKMYC6,-8.059999999999999,-5.06,132,512,690,212
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,site.06.subj.06TB_0985.lab.06MIL1980.iso.1,UKMYC6,-4.06,-3.06,2268,212,1710,301
